"MBACWiFi-G"	"PARADA_2.4G"	"test"	x position	y position
37.89091011414947	55.621677228465906	71.58620689655173	0	0
37.8808466425886	55.626276955468555	71.58620689655173	0	0
37.883209604164804	55.62819165527639	71.58620689655173	0	0
37.88283945936989	55.62308972303478	71.58620689655173	0	0
37.88383682641121	55.62011910745556	71.58620689655173	0	0
37.87560339479956	55.615870028050864	71.58620689655173	0	0
37.87714210900536	55.61737611318094	71.58620689655173	0	0
37.87607421057434	55.63404963892591	71.58620689655173	0	0
37.88910998046735	55.62804530031275	71.58620689655173	0	0
37.88566661940623	55.633651704898185	71.58620689655173	0	0
37.88607276318718	55.62457601243552	71.58620689655173	0	0
37.89517403431615	55.62500416842164	71.58620689655173	0	0
37.87810549607521	55.63324424263615	71.58620689655173	0	0
37.890513952375386	55.62707062039225	71.58620689655173	0	0
37.88593635416758	55.61468280805171	71.58620689655173	0	0
37.88472898709825	55.61784654928602	71.58620689655173	0	0
37.88837250970886	55.63193832704876	71.58620689655173	0	0
37.89670728938922	55.62060906397715	71.58620689655173	0	0
37.89361400822566	55.61865292026564	71.58620689655173	0	0
37.88516403923068	55.62726371645891	71.58620689655173	0	0
37.87730464998436	55.62506812295556	71.58620689655173	0	0
37.88888662691349	55.61685924815629	71.58620689655173	0	0
37.888136910765326	55.626778660618	71.58620689655173	0	0
37.88292483246998	55.627459743528334	71.58620689655173	0	0
37.881845065588166	55.63202287383635	71.58620689655173	0	0
37.887404835701005	55.62352080136708	71.58620689655173	0	0
37.87732357381756	55.61973231669883	71.58620689655173	0	0
37.887751053078404	55.62621501834765	71.58620689655173	0	0
37.88893645562332	55.62196422345035	71.58620689655173	0	0
37.887125408592404	55.62593234603884	71.58620689655173	0	0
37.885161309344575	55.629074295740075	71.58620689655173	0	0
37.88211758401624	55.6228580627527	71.58620689655173	0	0
37.88482752173653	55.62392951680574	71.58620689655173	0	0
37.888348848975404	55.6260134630363	71.58620689655173	0	0
37.886592168958	55.622929171468414	71.58620689655173	0	0
37.8810578509619	55.621562344031354	71.58620689655173	0	0
37.88830280047719	55.6257941674825	71.58620689655173	0	0
37.881893941382785	55.6197745323634	71.58620689655173	0	0
37.88160995532697	55.62057163273241	71.58620689655173	0	0
37.88796963217061	55.62401025562746	71.58620689655173	0	0
37.884384774287135	55.635844011153104	71.58620689655173	0	0
37.88271801472909	55.62376939086652	71.58620689655173	0	0
37.87817898263812	55.62116601387953	71.58620689655173	0	0
37.882545894004316	55.62384649527045	71.58620689655173	0	0
37.88535329508031	55.62419450208652	71.58620689655173	0	0
37.88830453375375	55.6190865719895	71.58620689655173	0	0
37.88813304080423	55.6356814614001	71.58620689655173	0	0
37.8795303375967	55.631243297953354	71.58620689655173	0	0
37.88290057941577	55.61862231528217	71.58620689655173	0	0
37.88405857320488	55.61850344141099	71.58620689655173	0	0
37.88821688268539	55.61708332823061	71.58620689655173	0	0
37.886167552122075	55.627257793855	71.58620689655173	0	0
37.878402448846956	55.63095292050326	71.58620689655173	0	0
37.88067535455843	55.62699931837491	71.58620689655173	0	0
37.88549203387852	55.62546114028811	71.58620689655173	0	0
37.894358814386386	55.63147421447392	71.58620689655173	0	0
37.88161540023329	55.627773902802076	71.58620689655173	0	0
37.87960713235087	55.628547150734015	71.58620689655173	0	0
37.87819808596339	55.62248208651646	71.58620689655173	0	0
37.884857770306645	55.62946725777817	71.58620689655173	0	0
37.878682007231774	55.621892115094056	71.58620689655173	0	0
37.88761613415438	55.63362056602676	71.58620689655173	0	0
37.88724559028618	55.631287933470844	71.58620689655173	0	0
37.890417019355716	55.62629147704406	71.58620689655173	0	0
37.887230432342676	55.61577312116355	71.58620689655173	0	0
37.89009051358451	55.62040166638466	71.58620689655173	0	0
37.876757940949545	55.61902704939886	71.58620689655173	0	0
37.880734553488416	55.63334503833072	71.58620689655173	0	0
37.89534734801851	55.62676792112925	71.58620689655173	0	0
37.88815528797433	55.62471425689403	71.58620689655173	0	0
37.88971915355709	55.621947978325544	71.58620689655173	0	0
37.88573650461374	55.6279280471223	71.58620689655173	0	0
37.88235373282779	55.61740441735911	71.58620689655173	0	0
37.88815463378343	55.62096985751517	71.58620689655173	0	0
37.89263580603814	55.61866686069322	71.58620689655173	0	0
37.885491321382915	55.62269366395979	71.58620689655173	0	0
37.883461851308354	55.61966457131383	71.58620689655173	0	0
37.88642635413504	55.61961240733177	71.58620689655173	0	0
37.88777477523135	55.624361646109534	71.58620689655173	0	0
37.88314258986239	55.625582167519475	71.58620689655173	0	0
37.885220141858674	55.625922675451676	71.58620689655173	0	0
37.891245325681055	55.62386002245571	71.58620689655173	0	0
37.882038825751856	55.63087880190776	71.58620689655173	0	0
37.87780978750731	55.629940478150694	71.58620689655173	0	0
37.88291493015573	55.621506135851604	71.58620689655173	0	0
37.8794424853007	55.62099725229114	71.58620689655173	0	0
37.88049764751068	55.61864424682537	71.58620689655173	0	0
37.89665170388234	55.62685162436694	71.58620689655173	0	0
37.883215860175916	55.62159418151956	71.58620689655173	0	0
37.884740481278065	55.62850239452797	71.58620689655173	0	0
37.88524907603301	55.623699363055806	71.58620689655173	0	0
37.87935093660866	55.630214575633644	71.58620689655173	0	0
37.87649482706006	55.61604540353867	71.58620689655173	0	0
37.881237969598224	55.61626313324601	71.58620689655173	0	0
37.88865350930247	55.63037928072219	71.58620689655173	0	0
37.88930308842305	55.62507233997086	71.58620689655173	0	0
37.892527273981095	55.619977629876075	71.58620689655173	0	0
